videoId,publishedAt,channelId,channelTitle,title,description,viewCount,likeCount,commentCount,favoriteCount,categoryId
eU6_yB3RAms,2006-01-04T17:12:29Z,UCDktfBj-_poP7ZXmWnlTmDQ,cr4ckde4ler,CracKY's CZ Video,"This is a video of some of the demos i have collected in my many matches, sum pr0 shots tbh.
Its all me baby!",988,1,2,0,24
JYLdgZQ4eI4,2006-01-03T03:49:48Z,UC1d6nRoWDraiqd5KPvfIdlg,jerrisrockin,cs,pub,944,5,5,0,1
A04M_V2dW3w,2006-01-21T20:33:02Z,UC8tKcFVcOYHZ1JpcFE-LSaA,Josh,Llama Ownage,Llama owns on cs 1.6,938,5,0,0,24
WumQM2-vMn0,2006-01-06T15:14:28Z,UCZYJSW5TXnaBwrXi_1omMhg,Michael Murray,MuRRaY Meets Nade,MuRRaY takes one for the team in a 3v3 scrim.,929,4,1,0,23
8_wzgzLox_M,2006-01-09T22:42:21Z,UCXnxNMKN3Xt63_kjl01vi9Q,jayarrl,Data Hackin,Data hackin,892,1,0,0,24
wLWaH8HYdis,2006-01-25T16:25:03Z,UCYV2MK9QkzcpUyQnrSIMXYA,alpha985,Counter strike source By iron-soldiers,Created by iron-soldiers Blacktears!,853,3,0,0,24
JJLcecOxEvU,2006-01-29T23:18:50Z,UCF7m5I232c1JWI8GJ8-s16A,tlmadash,zombie pwnage on css,i pwn zombies big time,850,3,4,0,24
MGB78IlqQLI,2006-01-31T06:53:50Z,UC37X5MOcYyknG8mWTIJvKaQ,THEHATED,TC vs. STD,Aral Sea,828,1,3,0,24
oJycIXfQwsU,2006-01-31T16:39:00Z,UCBshQoYqJhr9sCdXAiVdLTQ,Bubasek,Bubasek,counter-strike 1.6,753,0,0,0,24
bnjr7p82DNg,2006-01-20T04:27:56Z,UCy3phVlvVpOnsXFKipe-bqA,dscandkc,Vicious Seven,"we the shit nigguh
-old times",738,6,2,0,24
t4noGf1mf9k,2006-01-18T22:33:17Z,UCA4lbmlPqtcumx35aaQBe6A,Zarg,Zarg's Pre-Season 2,bVr playing CAL S4 Pre-Season 2 match on de_cpl_fire. Shot by Zarg,721,2,0,0,24
CUPQ2z2TDUU,2006-01-10T07:11:16Z,UCTHjo0nGeOZQKnCC2FNHZGA,saleen01,norXcal clan intro,the video was made by saleen and all rights are reserved you newbs.(c),696,3,0,0,24
HrnCSP4JPOM,2006-01-10T02:23:27Z,UCcUHIV8dmgUbBheEJ1oQnfw,HCcaboose,Drunken grunt...clip...,HC,676,0,0,0,10
Nb6Co3Q0DZQ,2006-01-24T07:53:45Z,UC2wx3ZGHWXFA8vb5jYvlm5g,Hunter Crispy,k0m4nd3r cs_the halfway house,wang chung,629,4,0,0,24
2dop7YZEp3M,2006-01-31T22:17:39Z,UCxWuwdUzrbgQ7c-RIk0-EGw,RyanHubbard89,Casualty 2.0,A small video made by one of my klan members!,628,1,0,0,24
93ST-sgO0yI,2006-01-25T22:10:45Z,UCLpxHlOnjiplPVsRqB9_vvg,Hayden1107,Counter Strike :Sources,HD,595,0,1,0,24
QVrP95jRSGo,2006-01-19T21:15:09Z,UCxvbwQ7NW0-w9Ck2MFk_mPw,Phil Gathany,cupa Preseason Ace - poise vs NXBT,Cool Ace from Poise's Cal-O preseason. Not very high level competition but still one of my better looking aces.,538,2,0,0,24
qLlyVrO16LQ,2006-01-08T08:28:13Z,UC064t4J-wsoNWNZTfRB0CRQ,JDUB SPOT,Tears ownage,cs pwnt,516,1,0,0,22
RnSDVAD_q7c,2006-01-19T00:07:08Z,UCdR30RExbm5aILtxiuZJ1aA,Kyle Genesse,SDTM Promo,This descrides the SDT mods,509,2,3,0,24
MecnProhQ8w,2006-01-13T07:20:56Z,UChmKwjTsqsaY--CE95rZ4qQ,immaturexb0i,NopoinT,rog & patrick got dealt!,468,7,1,0,24
mWj3d0ALAa0,2006-01-29T03:05:09Z,UC8tKcFVcOYHZ1JpcFE-LSaA,Josh,Viper Ownagoie,viper gets owned,453,0,0,0,24
mN9_rysCOrA,2006-01-23T02:29:17Z,UCRNWjUxx7zxYQJtvolraZQw,tjm,Shovlor!! ^^,"My homemade movie of pwnage.. not really, but its funny.",445,1,1,0,24
plimflAD8YE,2006-01-25T04:34:52Z,UCcE-268IaxzKeIF7bJcWcew,StaticGamedude,Statics Montage Preview,Montage Preview,445,0,0,0,24
rToGxKxxbhg,2006-01-15T16:10:48Z,UCpScluDN0H-pUqSCN_aImlw,TLcrazyjames,TLcrazyjames's vid,its not the best vid il get a better 1 l8r on tho but yeh hav fun,433,0,0,0,24
F3NDVHmMPc8,2006-01-03T05:11:53Z,UCQwZssXERat6vf9CplAXXaw,Danny Zee,Asschopaz Ownage.,"Me playing CoD2 & CS:S.
Enjoy.",350,0,1,0,24
BygSCZj06UA,2006-01-08T06:59:21Z,UC9CF0RDnPDqUXmKBYjmf5TQ,darkness01,Midship sb By Olimac,is not a useful sb,325,0,0,0,24
lTcnXXS3H04,2006-01-18T19:00:24Z,UCF7m5I232c1JWI8GJ8-s16A,tlmadash,my main vid hehe,TL css clan,286,1,0,0,24
R9jIzdW6HDs,2006-01-02T04:55:41Z,UC5fEHQ4muj42IJhX_ieL0Yg,Kudos,Kudos Montage NOT FINIShed ++,Almost there guys.,275,0,0,0,24
Q0iYxo-C-Vg,2006-01-15T16:58:30Z,UCsJHBIASU-p-xAc3-6VSbEg,CSPFHLucifer,CSPFHLucifer (incomplete),Me tearing it up on CSS,234,0,0,0,24
pegLMdRwQlE,2006-02-18T20:01:31Z,UCd-UnLxTJC6uclfqo986nMA,Alex Blackburn,Jenny's montage (bloodgulch),My bloodgulch montage,1263,4,4,0,24
MBY8EbflTcY,2006-02-09T06:46:37Z,UCX8qWFvFvMpPnvZcdXHqODg,domooo,Counter Strike Source Walls,CSS,1260,0,0,0,24
cdeIlQ11eQg,2006-02-22T00:20:56Z,UCOnQgyym2Inc8kA_ii0J16Q,WrEcK3,more modders,modders caught on relic in teamhardcore,1243,3,2,0,24
fmWwqSviqHU,2006-02-26T22:39:00Z,UCZTUorycpmYp83ekoCU9AQA,8thECancerman,8th{E} Bandit ingame footage from CSS CAL match,"Ingame footage from match between ES201 and 8th{E}, CAL 04.  Had to change the music so its a lil off the original, seems sum41 doesnt like the extra advertisement.....",1239,0,2,0,24
0ou0juUtWPM,2006-02-12T08:03:56Z,UC_NyMAWcao7qZhBWYdLECkQ,TF99,Drunk Driver,he ran over me...while i was listen to a guy complain...lmao,1202,0,1,0,24
aWVeqPKilDg,2006-02-06T12:01:42Z,UC1QG7Sk7gsjJdz9SXnvJh4A,crcarpenter,Rangers,Rangers movie of dod:s,1200,1,1,0,24
hBw_q2akPJI,2006-02-28T00:32:30Z,UC01I4etUP1Xierp48sNPi7Q,BKKHELL,Explosions,Big Band,1118,3,0,0,24
EKggFR01J_4,2006-02-09T04:01:05Z,UCedhFgtCXmv7GcaD5j14QRQ,shikaku,Claymore Ownage,Ima beast,1107,6,1,0,24
b8bLQpocLts,2006-02-11T05:58:59Z,UCgJhU4sMWo5iN7eyqKFN47Q,dRIGzz,dRIGz`,counter strike pwnage,1106,1,0,0,24
XHHG9kZlstg,2006-02-22T12:33:31Z,UC78e65HY6DXgQ_ABd8dQCCg,Jon Snow,Jon Snow / Daveo Spice Knifage Counter Strike Source !!,More of me knifing! :),1087,2,3,0,24
hqaY_tnOYMQ,2006-02-13T02:02:19Z,UCMJlPWwvHpX_XX_fiR8Pw-w,Qwait,Modding Turf 2,CrazySpartan modding on Turf 2,1065,2,0,0,24
72uA9msx8As,2006-02-09T06:14:44Z,UCHgaAbWZF9NlMfLXSjj0Ixw,tehpaulz,4 deagle clutch in match.,Kid on our team clutches a 1v4 with deagle to win our match.,1057,0,0,0,24
Cfaj8lHxrzM,2006-02-09T11:21:39Z,UCd5Vl8smrfZnVUoerVi577Q,tupeu3xforum,My 1 CS Movie,One of my friends show his skills. Cstrike addicted.,1024,2,2,0,24
NM2-V0i37NQ,2006-02-17T00:44:57Z,UCrOD_4e3RTUx_K4ZTSGVoWA,Ragu Mayeux,Bagel's Glitches Bitches,here are a few tricks to do alone or with a partner,957,10,1,0,24
1wpzRIhPBKg,2006-02-19T05:06:48Z,UCcOnp1pzqz85MbPO6oLGxiA,GenNonsense,CSS_OWNAGE,This is a video I recorded while playing Counter Strike: Source!,950,2,4,0,24
9s1adb-JbrU,2006-02-13T06:24:35Z,UCovASvxIhGStaSQTYBROMrQ,ak1,CS lOl,I killed three people. Then John gets his self poonanered.,928,0,0,0,24
8P_pyH3XGJk,2006-02-12T13:06:54Z,UCs3MOn7Ye_bzobN4TjdHzoQ,Gonzalo Molinero,concurso de mapping agarrea CS:S,concurso de mapping agarrea CS:S,920,5,2,0,24
JIF8o1tMrvg,2006-02-12T20:05:56Z,UC8suzvFa_zpEJbF8FogojyQ,NIzzIKatTeamMF,nizzik's cz vid,vid thats not done,880,1,2,0,24
yE4IdvqfmPs,2006-02-21T00:02:16Z,UC0-jNywakMQHEuBU8wFyZgw,jgransinger,Empty Jar Grittmaster,"CS Source, just goofing around.",856,5,0,0,24
cH97TfHjIzQ,2006-02-02T07:10:44Z,UCoZlcUO5pGOoC54rU7ertxw,vashkrn,Andrew's CS 1.6 Movie,its awsome man,816,0,0,0,24
kvreu5z201k,2006-02-16T05:32:37Z,UCOnQgyym2Inc8kA_ii0J16Q,WrEcK3,TH modders,caught more modders,816,7,4,0,24
_FHlWEp7CEA,2006-02-14T07:13:33Z,UC_XFBHC7h0F8m-4f1V1Azvw,fdtwinkletoes,fd counter strike,cs fd,757,1,,0,25
TfKvnyug28o,2006-02-14T02:11:09Z,UCnbUJWfq808omRgjwC9A77g,Symeller,Counter-Strike 4 man Take Down,FireStorm headshots 4 people and plants!,723,2,1,0,24
XiHXey57Qz0,2006-02-19T09:41:58Z,UCuCOYjzaGrMD1V9i6Wz5dFw,xerohour,eCa: Kakyoin :CSMovie,East Coast Alliance represent !,713,0,0,0,24
nv4F8bv5gCA,2006-02-21T20:21:18Z,UC9PBRvu_9FIukEX-owEKFrw,ijustfartd,Jabba owning with an AWP?!??!!,Week 5 de_train t side,706,1,1,0,24
7R3YLiCqYmQ,2006-02-25T10:29:51Z,UC0rpb07cAy7Thf4O5Kx4lFQ,ItalianEskimo,yukon,yukon messin around,688,3,0,0,23
wD32lZGz0aY,2006-02-19T08:22:39Z,UCcOnp1pzqz85MbPO6oLGxiA,GenNonsense,Counter Strike: Pork,This is one of my favorites!!,648,0,0,0,24
e8H6UX-nGcw,2006-02-01T08:38:41Z,UCTmJVlKGOuQjqu1as91f9cg,enterdan,(= ShaGgy =),just a preview,644,0,1,0,24
tIR9Slo4jQQ,2006-02-15T19:04:04Z,UCmGCqJtaXyPU2a1evohIqUg,furyxfury,Counter Strike,Intro... Movie COming Comment and tell me if u  like it.,629,0,1,0,24
j9U_yK1e1GE,2006-02-24T15:45:07Z,UCCSWXXv_Iz0N0Brl0iHi8NA,scope101,Scope Spray and Pray Vid,Cs Strike counter strike source,618,1,2,0,24
LqpGs7Uung8,2006-02-03T18:59:47Z,UC0lOUKErbaKzNoYpVHF7SNg,jberhosky,CS DDR,Oh my.....,612,4,0,0,23
YSSfmlDha8E,2006-02-12T06:15:53Z,UCMJlPWwvHpX_XX_fiR8Pw-w,Qwait,HT5 goin gangsta,HT5 goin gangsta,547,2,1,0,24
1a1DMbGCM_s,2006-02-27T15:37:56Z,UCiv5Of84OHyqH4mB9Rpt6Aw,son bui,cs clip,truck spam,546,0,0,0,25
Mjw_4Zeqogs,2006-02-25T08:47:42Z,UCaf4oiQcZsmB-Bc4oeNPx1g,AKSAaron,{AKS}Film,Update of our video.,526,0,0,0,24
nq-ElGXizNw,2006-02-16T12:24:30Z,UCxsXJOWeJTIOsWdQQxZnWeA,spartanwarrior,Ownage 2: MC bowling ball,How to use MC as a bowling ball,509,0,2,0,24
LkCB0w_ZevM,2006-02-13T16:40:33Z,UCiv5Of84OHyqH4mB9Rpt6Aw,son bui,cs clip,lol,498,0,0,0,25
7JyKdkfdr4w,2006-02-20T14:56:09Z,UCe_P08zvaYaoLfoHIdMYMWQ,jamieizgod,Counter strike Vid (YoFaM Server),"this is my cs vid mostly of me gettin warmed up and my editing program messed up so u still see me in console :P 
and youtubes quality is bad cuz u cant see how many headshots i got :(",497,1,0,0,24
BtouTFPI6E0,2006-02-26T08:05:41Z,UCCSWXXv_Iz0N0Brl0iHi8NA,scope101,Scopes Counter Strike Source,Pwnage in cs Source,495,3,1,0,24
xaaIBqxKYc8,2006-02-18T02:08:19Z,UCOnQgyym2Inc8kA_ii0J16Q,WrEcK3,proto,whirlwind proto,466,5,3,0,24
7ejvDNchVgs,2006-02-03T04:58:52Z,UCwxKzEH9jt7IgSl055wNirA,Pennylessxwriter,What is Love- A.F.K. Man,me no scoping alot in cstrike.,462,2,0,0,24
UujdnNvJfpM,2006-02-16T08:40:48Z,UCUZSWLi1KOtzhHII9j5nv_g,llyoyoll,Socom just testing,test,442,1,0,0,24
v5jz43LoeLM,2006-02-19T22:49:13Z,UCVbiH4rM-ADZoq5SnVwgfAg,TonyHacker,double knife (bad quality),Basically I own.,438,0,0,0,24
WJsKGqm0Mgk,2006-02-15T02:49:17Z,UCsBQfWEc-PiI_gmfDM1ksbQ,kakula,Smoke Invasion,,423,2,0,0,20
7whZ-d-Og88,2006-02-27T00:10:26Z,UCyYJtJTJqq90LKWFCplGOwg,stoke34,stoke,Deagle clutch on nuke,419,0,2,0,24
wKy4jU-qKtA,2006-02-20T08:03:22Z,UCDB-8tePzP3n68ewPe7IbIA,stateproperty,TomVsJeff,State Property Vs Seluc,405,0,2,0,24
8mei6XsNj80,2006-02-09T02:31:08Z,UC3pQoalsqTr-cu8KXIo-ZqA,michaelaayer,alchemist killing him self,my friend killing him self,399,0,0,0,24
qUNNQCbitCY,2006-02-19T20:11:44Z,UCNaITUoL-Sf4VOYVbdMLbsg,lininpope,Counter Strike,Deagle,392,1,0,0,24
3MJKIC2W--Y,2006-02-27T04:21:12Z,UCNaITUoL-Sf4VOYVbdMLbsg,lininpope,Counter strike sonata,Classic counter strike,375,1,0,0,24
r5IOnMOSpYs,2006-02-17T04:11:01Z,UCYqjXbylhF8J7f5YF3ghJBA,darkboy1157,Techno Nade,A nade throw like none other.,371,4,0,0,23
R8n8sz0gjG4,2006-02-12T09:55:16Z,UCXFlaN2gG_BMS54yHSPb-eg,Defcon9011,A simple frag movie.,"A movie of me and some friends.
2matches and we simply created this little movie :)
I'm btw the player Defcon ;)
I am the one who knives that player:P",367,2,0,0,24
ZeUlA9zCK30,2006-03-28T22:44:32Z,UC9tbynRSk0W923XO_-EsbiQ,bustergj,[CK]Death vs FO:@M,1 on 1 match between death and Foam,905,2,1,0,24
jJsoQcE2yvQ,2006-03-15T07:05:07Z,UC5PLzEOO7L0UK9Wogsv64yQ,teamface,lawlless,cs video,901,2,0,0,24
WkbkzdIT3Ow,2006-03-10T09:07:52Z,UCQ8neujnDd0U38LKjqCuDEw,dealage,Counter Strike Clip,A few good round and some heavy music,892,0,0,0,24
FzjJubLFnKg,2006-03-16T14:54:17Z,UCvJsbkBr3q10coJD5UrwlNQ,JPiFi,counterstrike loser,This one doesn't deserve description,890,1,0,0,23
qEoznsFy0dQ,2006-03-22T19:32:24Z,UCWMUm-vHbCZZZYIS9Zng3wQ,paulster1022,Counter-Strike Quick-Gun,Very Cool!!!,879,3,2,0,24
ufzTR9HN8ec,2006-03-22T02:45:55Z,UCbVZK7gw8jvqK2bCus_OFfg,Jason Belk,Counter Strike Source Pwnage,"Fy_shootout fun ownage, Counter Strike: Source",872,1,4,0,24
I4eIAiNgL3M,2006-03-21T04:55:41Z,UC0X9xg77gbQh1B5l9yGUqfg,Shagwrath,1st Counterstrike Videa,"i got bored, and i had some free time.",849,0,1,0,24
L-MIJDUaWXw,2006-03-11T11:58:00Z,UCIIFfpzGaF2S0z1fE5Su__Q,darkninja01,Ninja Ownage =P,Darkninja01 Production ©,842,3,0,0,24
NxaGCM5JhJY,2006-03-05T07:10:22Z,UCQCr77sJeh6aiObJbhCtHcA,istylez,:.KrAzYkOrEaN*,mannual b hopping like the old days =),836,2,1,0,24
tLlApOkGac8,2006-03-12T22:42:19Z,UCwkXZRWQEqIGry1O0Jd5-aw,R,CS SN,This is a video of me kicking ass in CS,815,3,3,0,24
hMxXilC9iOU,2006-03-02T18:18:47Z,UChsB0GHztQ1qRQndvkEzdEA,tetraklotz,Axel LAN -- Take 3,"Just another frag-movie-test. Much better than my first, I think, but see yourself.",809,2,0,0,24
SDwus575ZFc,2006-03-12T14:58:24Z,UCajM-YEYnmYjGUXk5ADL2nw,detox1337,lol,#loserFEVER,792,0,0,0,24
N2Cn0REGHBE,2006-03-18T23:16:23Z,UC-IDt-NN5TeS1c_4lUnZVAQ,Ph1LLthEoNe,Knife Kills,Knife Round Ownage in Clanwars,786,0,1,0,24
KGsN8WYlQ0k,2006-03-15T05:57:40Z,UCJS4DKTEOB3Hm_Q4kQOmkHA,Chris Grell,CS 1.6 Double 1 Deag,,780,2,0,0,24
gzRzxnxEdPE,2006-03-29T05:15:46Z,UCAn6jYZKAPYtQ8wEox_235g,kmckanna,ALECOWNED.DEM,"Kevin McKanna owning Alec McKanna in a 1 hour time of playing Counter-Strike 1.6

He wanted a 1 v 1, but I insisted we go to a Pub... He wanted otherwise.",774,3,3,0,24
jWP61PeS15g,2006-03-29T10:56:46Z,UCQwI3xJM51EYrJFS67wYQXA,MzeeM,MzeeM alias RSA - The 1st CS Movie,Ein kurzes und nettes CS Video von der Thunderlan in Köln :) (vs. KoA|mTw),761,0,0,0,24
MUFwNQVwOWU,2006-03-26T05:48:08Z,UCJNSOB_h83LgVJqUIOJR0Pg,defcoolj,TrueConfessions,my first cs movie that i made ages ago when i was all into it...yep yep...not that great...but ehhh wut the hell...lol,723,0,1,0,24
By30GPDAEBo,2006-03-14T05:40:16Z,UCiV7l63H07Ybmh66Spu2uzg,Tadeh,Counter-Strike,AOA CLAN,709,2,0,0,17
zU4ajrg7jnU,2006-03-17T18:48:55Z,UCwHh4ju1ORPYpahj2V4s0bA,sdghjkl,CLAN XIDE,Clan XiDe:Member JaNE Pwning,678,5,5,0,24
SS-tjVAF28c,2006-03-12T16:15:41Z,UCMYVtFv595oplWZJOYEYPbg,chicaca,super jump,more super jump,659,4,0,0,24
eoMaHjeNMSE,2006-03-23T22:07:14Z,UC-IDt-NN5TeS1c_4lUnZVAQ,Ph1LLthEoNe,Knife Pwnage,Knife kills in CSS 1v4 in cbble and other one aswell in cbble.,654,3,1,0,24
O9zBeZhFQFE,2006-03-31T01:40:15Z,UCuwvYUruLSF8-dyJkQDjugw,chusmita,counter-strike river frag,este ta igual pero mejor jajaja,646,2,1,0,1
I9DOa4iJc-w,2006-03-31T02:38:03Z,UCinPmdEae9PzbAQZzJINQIA,twitchhhh,Dont do the enemy.,Jesus will find you and kill you if you get the germans...,640,7,0,0,24
oEV19AEHtxQ,2006-03-05T04:57:44Z,UC64l5IZ4GjHPchVjujLEifA,bigjownz,Altercate cs ownage!!!,Some serious counter strike ownage,630,0,1,0,24
TK5qrs7F204,2006-03-15T00:08:11Z,UCayaz5qOEncPmecz7wrb8QA,duchpies,pwnage,me basicly killing noobs,612,3,0,0,24
lwPTdsRNoVc,2006-03-22T21:32:42Z,UCalyuluzocOt1tIMt1Zblzw,Rodrigo Assis,CSS by me,Me Playing,592,4,0,0,24
YNMH2NOAxSU,2006-03-31T03:39:47Z,UC1Eu4AIKeL18VfExWZWfmEg,J B,Nade to Face,"Just something I caught on a pub I'm a regular on, I wasn't the only one who saw it and happened to be demoing, so figured I'd share it with my CS community.",584,2,2,0,24
9MLSB9uPaWw,2006-03-22T11:17:34Z,UC-XT54bjFUyhSb_FMQGevzA,Murdererer,UKCSL Week Review - Week 5,The best frags from Week 5 from the old UKCSL League which ended back in 2004.,583,0,0,0,24
SPQp9b7adC8,2006-03-06T02:55:29Z,UC0rpb07cAy7Thf4O5Kx4lFQ,ItalianEskimo,A Softer Side,"Plenty of killing, but in a more soft side :D",571,4,0,0,23
sQ3uq1IWXyw,2006-03-22T16:27:24Z,UCm_6mld8jhXZqIjdKKH2OPg,watto89,GuitarHer0 at Scoutzknivez,watch me owning at cs,531,0,0,0,24
WseZj4Os1Dw,2006-03-08T06:59:37Z,UChzXK75hjpVUA0NgTaUc9sw,Chino39,RAPEEE,OWNAGE!,529,2,1,0,24
b1o4ZuprT-8,2006-03-07T19:08:07Z,UCN6DPhb59rEZq-_Pp77o0DQ,sweraser,Soul Warriors Intro(Counter-Strike),es la intro de lo k proximamente sera l video de sw,522,0,0,0,24
gx60hu9Z1Mg,2006-03-10T23:28:13Z,UCZ8CYazUpS6Uz1TPP-2s_7Q,ruggaro,Asain Elites Clan Movie 2,This is basically the same movie but it have a few revisions.,504,0,0,0,24
mgsU_bTo2Lw,2006-03-24T14:02:49Z,UCEBeO2E46Z1isZZNM4gFmuQ,N1w3s (Boris),Second CS Movie,"This is my Second CounterStrike Movie, comprised Clips from my first Clip and is longer. Watch it!",498,2,3,0,24
NAODvUvHoOk,2006-03-22T23:18:47Z,UCbVulAJJ7w1WT4vgRpwbQ2w,cloporto,ratcs,This is rat. a bulletproof members. #bpcrew. Me owning everyone up :),495,1,0,0,24
ySkfZMIznPM,2006-03-29T15:27:28Z,UCoyvtPlwHUFsn-jVw-YYe1A,vandy88,Hitkill! Only pr0s,only pr0s videos,488,0,1,0,1
ypx-tlqOJ_Q,2006-03-12T12:02:49Z,UC0bWE3rPuz4yk1FmBlf0-qg,CarTrIX,shot con xhetos^^,este tio es pro o cheto? eres 1 pok0 capullo para empezar...,484,2,0,0,24
U2DWePPSSas,2006-03-01T02:03:31Z,UCkRdGdgRiyCZCsQfnzBIP_A,Dead Ryu,CSS pubing in a dm server,me messing with a bounch of noobs in a dm server,479,1,5,0,24
MetAV7wEbmk,2006-03-09T22:13:44Z,UCi6iZatVy4D1NKqNtMj3fWA,natsutsuki,Counter Strike,fat guy running from a gun,431,0,1,0,24
E6FASc_abhg,2006-03-15T23:25:30Z,UCPca18GKa30Zspt2iN9g3bw,igorstrawinsk,Counter Strike,counter strike,407,1,,0,1
HMFMPFjX-5Q,2006-03-22T19:06:07Z,UCsDciXsLm22cSF-e-ElIyYw,skenectady,Auzzys Clips,Yes Sir,396,0,0,0,24
TmK1qbR0KhQ,2006-03-31T00:12:32Z,UCuwvYUruLSF8-dyJkQDjugw,chusmita,counter-strike -River-,algunos frag de mi juego,389,1,0,0,1
y0sLi6cszSM,2006-03-26T22:07:46Z,UCpjXPZPtTFm6CwBZBtRZvPQ,nunsmember01,Cs mn| P4rla3,me owning sum nubs and having fun,387,0,0,0,24
jKwDr6hNwPE,2006-03-29T06:04:17Z,UC0Cmfhdf_fzBsp-V64OW-Ag,invistable,Invistable**2,whoooooooo d-block :D,376,2,1,0,24
z94VssxwNg8,2006-03-27T21:00:06Z,UCZVUT48ptnRbItaIM6q-V5Q,baftink,BOC|BOTS,The Bots In counter Strike Hack,376,0,0,0,24
nUKAOyaN7KU,2006-03-14T19:48:04Z,UCKOoZWQa4SRJxb0Aqv96E4Q,SkaTr2,CP SkaTr,ownage,372,0,0,0,24
dgth6JARePA,2006-03-07T16:20:32Z,UCdZPT-ts5oT8yOCRcjfoHZQ,plissje,csfragtest,a counter-strike frag test made by pliss,364,0,0,0,24
aIev6VNI8l0,2006-03-18T14:13:26Z,UCtsLlk6lHIr6HizoRk1Pt-g,Gregor666,Live Counter-Strike,Bored,361,2,,0,23
V9QTYZi4sVM,2006-03-20T14:05:42Z,UCxdFTB_KN3n3hS_Cgw8l4BQ,po2max,Po2_test,"Petite video test, la video entiére devrait etre prevue pour avril ! a vous de juger :D",360,4,0,0,24
Nyrc-zG_d1M,2006-03-10T03:26:47Z,UCzW33JKC5koykWROyNTy1HQ,M4v3r1cK,Counter-Strike,Ace,354,0,0,0,24
xgkkdNO2Qnc,2006-04-27T03:42:22Z,UCeWMa-mrL7wB7Kd9uAtD49A,Syph0n,WaSt3d Ace,ace @ b d2,96,0,0,0,24
ZCtcJhH-s4k,2006-04-24T04:33:21Z,UC1wto3loXmY-Z3GgIqPpEBQ,killerorange,Counter strike source,Me playing it,83,0,0,0,24
UPyqWNoZbus,2006-04-20T23:06:29Z,UCCochKOCgIHsYH41VXDpPZA,OnyxAbyss,Ghetto Gums v.2 (Part 3/12),Ghetto Gums 1.6,72,0,0,0,24
VwOwxMffHp0,2006-04-20T23:04:47Z,UCCochKOCgIHsYH41VXDpPZA,OnyxAbyss,Ghetto Gums v.2 (Part 6/12),Ghetto Gums 1.6,63,0,0,0,24
2LR5C6986gc,2006-04-20T22:46:06Z,UCCochKOCgIHsYH41VXDpPZA,OnyxAbyss,Ghetto Gums v.2 (Part 8/12),Ghetto Gums 1.6,49,0,0,0,24
2hnfZJN85cg,2006-04-20T22:56:20Z,UCCochKOCgIHsYH41VXDpPZA,OnyxAbyss,Ghetto Gums v.2 (Part 4/12),Ghetto Gums 1.6,49,0,0,0,24
hh9FHBUuHmU,2006-05-20T13:16:46Z,UCvDU_6N-AuygY7rf0HD-9GA,Efren ,"Counter-Strike Finals Match 2003 , Sk Vs Noa","sk vs noa
intel pentium 4
cyberathlete professional league",9226028,26234,7569,0,24
UFujm1e9odA,2006-05-02T12:48:00Z,UCrvftHChcQ12h3SflU-ZLjA,anchovilla,Mikel jackson counter strike,Poli dancin,359929,174,28,0,24
hZQYX-bCQ94,2006-05-19T20:39:39Z,UCZE-luAd2nHD9McOs9D3OvA,Kupiin Gaming,Counter strike neo,Counter strike neo,260136,1601,502,0,24
zMnK6tLJr70,2006-05-08T14:30:06Z,UCCw_npdFSjajJQGNN4J-pGA,Cansinos,El niño loco aleman counterstrike ecijaparty,"Salu2:

Esta es la parodia echa sobre la marcha sobre el video ese q está de moda ahora, el NIÑO LOCO ALEMAN, es una ironía
para todos los que leen el foro de www.ecijaparty.com edición 2006. Con este video como mucho solo queremos reirnos,
no va en contra de nadie. Ecija Party 2oo6 nos espera de wen rollo!!!

UT2K4 POWA!!!",115461,146,,0,23
2jy9S2e_DTw,2006-05-04T18:48:20Z,UCTY9hqXVidpxyzUN1PKTr5Q,Zebila,Counter Strike 3D Dust Movie,A video made by def_one,91128,324,56,0,24
WBzgl7S8akQ,2006-05-10T23:21:16Z,UCuOfvfnJpO-VtK3jiOoVK5w,Ivan Muit,psycho counter strike fan,"psycho counter strike fan on de_dust2

Happens when you play too much cs",77813,168,45,0,23
txiMdqp9Z5s,2006-05-30T13:07:12Z,UCvRT6aWg9G737Lrb8N2fegw,Tripleb17,Counter Strike Inferno,counter strike,70029,56,28,0,10
37GGVClwgHI,2006-05-19T13:28:56Z,UC5G9YOiGWJPe9KQTkzNlSIg,bluntz426,Counter-Strike Bluntz CZ,BluNtz Scrim CZ,42802,79,19,0,24
oyNrTvJWdS4,2006-05-09T21:11:17Z,UC-glH_UsMUPmUj3Owfdj-SQ,Rijil ks,real life Counter Strike,"Awesome x-box 360 Ad, Real Counter strike I would Say...",41216,214,41,0,24
RCNXleKoDaY,2006-05-21T18:16:36Z,UCwHDsQoUnHhTWWv_0t8EDPw,David Gidony,Danish Guy who gets killed in counter strike,"this guy is fucking sick , he needs help, 
very funny.",41084,70,147,0,24
mFc2b-m6vwk,2006-05-01T11:30:44Z,UC4yor6irh4Q1kJUN2oYzAsg,Seppster,Counterstrike Player,This video shows that it is not good to play counterstrike...,35879,55,21,0,24
KvLpWAHUsqk,2006-05-29T16:11:49Z,UC4LwSb9RF0fh-4CbfDCKgYw,HawkEyesUK,CounterStrike the Movie... ... ?,"Okay, if you're not one for ridiculously non-sensical movies, leave now.",30935,258,80,0,24
